번호,제목,저자,출판사,출판일,참고문헌양식
79.0,BIG DATA: HOW TO TARGET YOUR CUSTOMER'S CUSTOMER,"Leininger, J.",Printing Industries of America,2014.0,
80.0,"""Big Data"" in Vascular Surgery: A Reality not to be Missed But to Use With Caution","Ricco, Jean-Baptiste; Guetarni, Farid; Gargiulo, Mauro","Elsevier Science B.V., Amsterdam",2019.0,
81.0,Big Data-Driven Detection of False Data Injection Attacks in Smart Meters,"Unal, Fatih; Almalaq, Abdulaziz; Ekici, Sami; Glauner, Patrick",IEEE,2021.0,
82.0,Big Data: Theoretical Aspects,"Haykin, S.; Wright, S.; Bengio, Y.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
83.0,'Big data' approaches for novel anti-cancer drug discovery,"Benstead-Hume, Graeme; Wooller, Sarah K.; Pearl, Frances M. G.",Informa Healthcare,2017.0,
84.0,``Big data'' needs an analysis of decision processes,"Analytis, P.P.; Moussaid, M.; Artinger, F.; Kammer, J.E.; Gigerenzer, G.",CAMBRIDGE UNIVERSITY PRESS,2014.0,
85.0,Big Data: Its Meaning,"Reed, P.G.",unknown,2018.0,
86.0,„Big Data“ im Gesundheitsrecht – Ende der „Datensparsamkeit“?,"Ladeur, K. H.",Springer Science + Business Media,2016.0,
87.0,Big data: why ignorance is no longer acceptable,"Toozs-Hobson, P.; Toozs-Hobson, N.; Kelley, T.",unknown,2018.0,
88.0,Big Data? More Challenges!,"Qiu, Peihua",Taylor and Francis,2016.0,
89.0,Big data: Guest editorial,unknown,IEEE,2015.0,
90.0,Big data: Some statistical issues,"Cox, D.R.; Kartsonaki, Christiana; Keogh, Ruth H.","Elsevier Science B.V., Amsterdam.",2018.0,
91.0,Big Data: New Opportunities for M&A,"Fanning, K.; Drogt, E.","John Wiley & Sons, Ltd",2014.0,
92.0,Big Data's Disparate Impact,"Barocas,  Solon; Selbst,  Andrew D.",CALIFORNIA LAW REVIEW INC.,2016.0,
93.0,Big Data-Driven Cognitive Computing System for Optimization of Social Media Analytics,"Sangaiah, Arun Kumar; Goli, Alireza; Tirkolaee, Erfan Babaee; Ranjbar-Bourani, Mehdi; Pandey, Hari Mohan; Zhang, Weizhe",IEEE,2020.0,
94.0,Big Data: Progress or a Big Headache?,"Dhawan, A.; Brand, J.C.; Rossi, M.J.; Lubowitz, J.H.",unknown,2018.0,
95.0,Big Data: Theoretical Aspects [Scanning the Issue],unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015.0,
96.0,Big Data: A Primer,"Vinaja, Robert",IVY LEAGUE PUBLISHING,2017.0,
97.0,Big Data: Present and Future,"Chauhan, Preeti; Sood, Mohit",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021.0,
98.0,Big Data—Small Children: Adult Height in Preterm Infants Treated With GH,"Blethen, Sandra L",ENDOCRINE SOCIETY,2020.0,
99.0,Big Data: Mining for meaning How data mining is bringing order to chaos,unknown,EOLAS,2011.0,
100.0,BIG BUCKS ARE BACKING BIG DATA'S LOBBYING EFFORTS ON CAPITOL HILL,"Kaye, Kate","Crain Communications, Inc.",2013.0,
1.0,Big Data: Promises and Problems,"Gudivada, V. N.; Baeza-Yates, R.; Raghavan, V. V.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015.0,
2.0,Big Data from Sparse Data: Diverse Scientific Benchmarks Reveal Optimization Imperatives for Implicit Membrane Energy Functions,"Alford, Rebecca F.; Gray, Jeffrey J.","Elsevier Science B.V., Amsterdam",2020.0,
3.0,Big data: A new opportunity for transport geography?,"Tranos, Emmanouil; Mack, Elizabeth","Elsevier Science B.V., Amsterdam.",2019.0,
4.0,"""Big Data"" Analysis: Putting the Data Cart Before the Modelling Horse?","Barr, G. D.; Stewart, T. J.; Kantor, B. S.",John Wiley & Sons Ltd,2018.0,
5.0,"Big Data: A Revolution That Will Transform How We Live, Work, and Think","John Walker, Saint",BLACKWELL PUBLISHERS,2014.0,
6.0,Big Data—What Is It and What Use Is It?,"Atkinson, Graham",Lippincott Williams and Wilkins,2014.0,
7.0,Big Data-Oriented PaaS Architecture with Disk-as-a-Resource Capability and Container-Based Virtualization,"Enes, Jonatan; Cacheiro, Javier López; Expósito, Roberto R.; Touriño, Juan",Springer Nature,2018.0,
8.0,"Big Data: State-of-the-art Concepts, Techniques, Technologies, Modeling Approaches and Research Challenges","Costa,  Carlos; Santos,  Maribel Yasmina","NEWSWOOD LTD.,",2017.0,
9.0,Big Data—Go `Granular' to Boost Sales We look at how advances in technology are enhancing sales and marketing efforts by commercial launderers,unknown,TRSA,2019.0,
10.0,Big Data-Conceptual Modeling to the Rescue,"Embley, D.W.; Liddle, S.W.",SPRINGER-VERLAG,2013.0,
11.0,“Big Data” in Educational Administration: An Application for Predicting School Dropout Risk,Lucy C. Sorensen,University Council for Educational Administration,2019.0,
12.0,Big Data-Based Optimization of a Pressure Swing Adsorption Unit for Syngas Purification: On Mapping Uncertainties from a Metaheuristic Technique,"Nogueira, Idelfonso B. R.; Martins, Márcio A. F.; Regufe, Maria João; Rodrigues, Alírio E.; Loureiro, José M.; Ribeiro, Ana M.",ACS AMERICAN CHEMICAL SOCIETY,2020.0,
13.0,Big data-driven fuzzy large-scale group decision making (LSGDM) in circular economy environment,"Xuan, Li","Elsevier Science B.V., Amsterdam.",2022.0,
14.0,Big data-driven precision medicine: Starting the custom-made era of iatrology,"Song, Chang; Kong, Ying; Huang, Lianfang; Luo, Hui; Zhu, Xiao","Elsevier Science B.V., Amsterdam.",2020.0,
15.0,Big data: and the micropolitics of entanglement in the Earth's becoming,"Somerville, Margaret; Woods, Annette; Duhn, Iris; Rautio, Pauliina; Powell, Sarah; McConnell-Imbriotis, Alison; Galvez, Sarita",Taylor & Francis,2021.0,
16.0,Big Data-driven personal protective equipment stockpiling framework under Universal Healthcare for Disease Control and Prevention in the COVID-19 Era,"Ma, Kevin Sheng-Kai; Tsai, Shin-Yi","Elsevier Science B. V., Amsterdam",2020.0,
17.0,"Big Data: Manage it, don't drown in it The exponential growth of data is challenging our ability to process it effectively to exploit what it contains","Kwan, M.",ADAMS BUSINESS MEDIA,2012.0,
18.0,Big Ideas or Big Data? [President's Message],"Sayed, Ali H.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2018.0,
19.0,Big Data—Hot Air or Hot Topic?,"Serrano,  Angel",Information Systems Audit and Control Association,2016.0,
20.0,‘Big data’ or ‘big knowledge’? Brazilian genomics and the process of academic marketization,"Bicudo, Edison",CAMBRIDGE UNIVERSITY PRESS,2018.0,
21.0,Big data-based identification of methylated genes associated with drug resistance and prognosis in ovarian cancer,"Yan, Bingbing; Xiong, Chunqiu; Huang, Feifeng; Zhang, Mingming; Mo, Yan; Bai, Hua",Lippincott Williams and Wilkins,2020.0,
22.0,Data-driven stochastic robust optimization: General computational framework and algorithm leveraging machine learning for optimization under uncertainty in the big data era,"Ning, Chao; You, Fengqi","Elsevier Science B.V., Amsterdam.",2018.0,
23.0,"Big Data: As utilities seek to extract value from their technology assets, smart grid and metering data is becoming a gold mine for insights about how to improve service and save money","Danigelis, A.",PUBLIC UTILITIES REPORTS INC,2012.0,
24.0,Big data: techniques and technologies in geoinformatics,"Tsou, Ming-Hsiang",Taylor & Francis,2014.0,
25.0,'BIG DATA' AND ALEXANDER VON HUMBOLDT'S APPROACH TO SCIENCE,"Grana‐Behrens, Daniel","John Wiley & Sons, Ltd",2021.0,
26.0,`Big Data': A Whole Yotta Bytes,unknown,CONGRESSIONAL QUARTERLY INC,2012.0,
27.0,Big Data: Challenges and opportunities for clinical pharmacology,"Flockhart, D.; Bies, R. R.; Gastonguay, M. R.; Schwartz, S. L.",Wiley-Blackwell,2016.0,
28.0,Big data: the key to energy efficiency in smart buildings,"Moreno, M. V.; Dufour, L.; Skarmeta, A. F.; Jara, A. J.; Genoud, D.; Ladevie, B.; Bezian, J. J.",Springer Science + Business Media,2016.0,
29.0,Big Data: from collection to visualization,"Ghesmoune, M.; Azzag, H.; Benbernou, S.; Lebbah, M.; Duong, T.; Ouziri, M.",Springer Science + Business Media,2017.0,
30.0,Big data’s role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016.0,
31.0,Big data: New tend to sustainable consumption research,"Wang, Zhaohua; Xue, Mengtian; Wang, Yutao; Song, Malin; Li, Shanjun; Daziano, Ricardo A.; Wang, Bo; Ma, Guanhua; Chen, Ke; Li, Xiangtao; Zhang, Bin","Elsevier Science B.V., Amsterdam.",2019.0,
32.0,Big Data's Impact on Privacy for Librarians and Information Professionals,"Harper, L. M.; Oltmann, S. M.",John Wiley & Sons Ltd,2017.0,
33.0,‘Big data’ for pedestrian volume: Exploring the use of Google Street View images for pedestrian counts,"Yin, Li; Cheng, Qimin; Wang, Zhenxin; Shao, Zhenfeng","Elsevier Science B.V., Amsterdam.",2015.0,
34.0,Big Data-Not a Panacea,"Riffat, M.",Information Systems Audit and Control Association,2014.0,
35.0,Big Data: A Boon to Business Intelligence,"Ohata, M.; Kumar, A.",FINANCIAL EXECUTIVES INSTITUTE,2012.0,
36.0,Big Data: A Big Opportunity for Librarians,"Gordon-Murnane, L.",ONLINE INC,2012.0,
37.0,Big data: critical questions for sport and society,"Spaaij, Ramón; Thiel, Ansgar",Taylor & Francis,2017.0,
38.0,Big data: applications in interventional radiology,"Gordon, R.; Kavali, P.; Liu, R.",ELSEVIER SCIENCE B.V. AMSTERDAM,2016.0,
39.0,-BIG DATA- IN RESEARCH ON SOCIAL POLICY,"Cook, T. D.","John Wiley & Sons, Ltd",2014.0,
40.0,"Data as an asset: What the oil and gas sector can learn from other industries about ""Big Data""","Perrons, Robert K.; Jensen, Jesse W.","Elsevier Science B.V., Amsterdam.",2015.0,
41.0,Big data-informed energy efficiency assessment of China industry sectors based on K-means clustering,"Liu, Gengyuan; Yang, Jin; Hao, Yan; Zhang, Yan","Elsevier Science B.V., Amsterdam.",2018.0,
42.0,Big Data and Bad Data: On the Sensitivity of Security Policy to Imperfect Information,"Graves,  James T.; Acquisti,  Alessandro; Christin,  Nicolas",The University of Chicago Press,2016.0,
43.0,"Big Data: The good, the bad and the ugly","Gronemeyer, Hinrich; Souren, Nicole Y.","John Wiley & Sons, Ltd",2021.0,
44.0,Big Data: You Are Adding To ... and Using It,"Makela,  Carole J.",American Association of Family and Consumer Sciences; 1999,2016.0,
45.0,"Big data: Finders keepers, losers weepers?","Sax, M.",Springer Science + Business Media,2016.0,
46.0,Big Data: Next-Generation Machines for Big Science,"Hack, James J.; Papka, Michael E.",IEEE,2015.0,
47.0,Big data: Are large prospective randomized trials obsolete in the future?,"Hudis, Clifford A.","Elsevier Science B.V., Amsterdam",2015.0,
48.0,"Big data: techniques and technologies in geoinformatics, edited by Hassan A. Karimi, Boca Raton, FL, CRC Press, 2014, 312 pp., US$129.95 (hardcover), ISBN 13-978-1466586512","Nara, Atsushi",Taylor & Francis,2015.0,
49.0,Big Data: An Introduction for Librarians,"Hoy, Matthew B.",Taylor & Francis,2014.0,
50.0,"""Big Tigers, Big Data"": Learning Social Reactions to China's Anticorruption Campaign through Online Feedback","Zhu, Jiangnan; Huang, Huang; Zhang, Dong",Wiley-Blackwell,2019.0,
51.0,Big Data-Driven Contextual Processing Methods for Electrical Capacitance Tomography,unknown,IEEE,2019.0,
52.0,Big Questions for “Big Data”,"Wears, R. L.; Williams, D. J.","Elsevier Science B.V., Amsterdam",2016.0,
53.0,‘Big data’ in mental health research: current status and emerging possibilities,"Stewart, R.; Davis, K.",Springer Science + Business Media,2016.0,
54.0,Data-Driven Authoritarianism: Non-democracies and Big Data,"Kabanov, Yury; Karyagin, Mikhail",Springer,2018.0,
55.0,"Big data's blueprint In the 1900s, America probed its citizens' lives as never before",unknown,IPC MAGAZINES LTD,2015.0,
56.0,Big data: Challenges and perspectives,"Duellmann, D.",IOS Press,2014.0,
57.0,"-BIG DATA-, THE -INTERNET OF THINGS- AND THE -INTERNET OF SIGNS-","O'Leary, D. E.","John Wiley & Sons, Ltd",2013.0,
58.0,``Big Data'' and the CBC-diff,"Chaves,  Fernando",MEDICAL LABORATORY OBSERVER,2015.0,
59.0,Big data: balancing between risks and opportunities – UAE perspective,"Habbal, Firas","Inderscience Enterprises Ltd.,",2018.0,
60.0,Data-Driven Mary Hammon explains how to leverage the potential of big data-in Planning Practice,unknown,APA AMERICAN PLANNING ASSOCIATION,2015.0,
61.0,Big Data Analytics in Healthcare: Data-Driven Methods for Typical Treatment Pattern Mining,"Guo, Chonghui; Chen, Jingfeng",Springer Nature,2019.0,
62.0,Big data: breaking new ground in airway research,"Greenland, K. B.; Irwin, M. G.",John Wiley & Sons Ltd,2018.0,
63.0,Big Data: Herausforderungen und Potenziale für deutsche Softwareunternehmen,"Fischer, S.",Springer Science + Business Media,2014.0,
64.0,Data Envelopment Analysis and Big Data: A Systematic Literature Review with Bibliometric Analysis,"Charles, Vincent; Gherman, Tatiana; Zhu, Joe",Kluwer Academic Publishers,2021.0,
65.0,"Big data: analyse that In the first of a series, Katharine Bagshaw FCA examines the scope and use of data analytics in audit",unknown,INSTITUTE OF CHARTERED ACCOUNTANTS,2017.0,
66.0,Big Data: A Survey,"Chen, M.; Mao, S.; Liu, Y.",Springer Science + Business Media,2014.0,
67.0,Big Data: Opportunities and Challenges for English Corpus Linguistics,"Renouf, Antoinette",CRIST-JAN DOEDENS,2019.0,
68.0,Big data: From beginning to future,"Yaqoob, Ibrar; Hashem, Ibrahim Abaker Targio; Gani, Abdullah; Mokhtar, Salimah; Ahmed, Ejaz; Anuar, Nor Badrul; Vasilakos, Athanasios V.","Elsevier Science B.V., Amsterdam.",2016.0,
69.0,Big Data: Prospects and Challenges,"Moorthy,  Janakiraman; Lahiri,  Rangin; Biswas,  Neelanjan; Sanyal,  Dipyaman; Ranjan,  Jayanthi; Nanath,  Krishnadas; Ghosh,  Pulak",THE INDIAN INSTITUTE OF MANAGEMENT,2015.0,
70.0,Big data: a distributed storage and processing for online learning systems,"Dahdouh, Karim; Dakkak, Ahmed; Oughdir, Lahcen",Inderscience Enterprises,2019.0,
71.0,Big Data: Managing the Unmanageable.,"Castelluccio, Michael. ",Institute Management Accoutants,2013.0,
72.0,Big Data? Qualitative Approaches to Digital Research,unknown,Emerald,2014.0,
73.0,Big Data. Experts discuss customer data treatment,"Cuddeford-Jones, M.",CENTAUR MEDIA PLC,2013.0,
74.0,"""Big Data"" Meets ""Smart Beta""",RICHARD C. DAVIS,Institutional Investor,2015.0,
75.0,Big Data-Based Attack Scenario Reconstruction Architecture in Smart Grid,"Guo, Liang; Jin, Qianqian; Liu, Ying; Xia, Yuanyi; Hu, Han",Springer,2018.0,
76.0,Big data: extending the business strategy toolbox,"Woerner, Stephanie L; Wixom, Barbara H.",Palgrave Macmillan,2015.0,
77.0,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2017.0,
78.0,Big data! Big deal?,"Mackie, P.; Sim, F.; Johnman, C.","Elsevier Science B.V., Amsterdam",2015.0,
79.0,Big Data: A Game Changer for Environmental Management,"Qiu,  Xin; Met,  P.; Taylor,  Nigel",Air and Waste Management Association,2014.0,
80.0,Big Data? Qualitative Approaches to Digital Research,unknown,Emerald,2014.0,
81.0,Big data: a new perspective for the establishment of segments for niche marketing,"Ojha, Satish Chandra",Inderscience,2019.0,
82.0,Big Data: Practical Applications,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
83.0,Big Data: A very short introduction,unknown,"Elsevier Science B.V., Amsterdam.",2017.0,
84.0,Big Data-Driven Marketing: How Machine Learning Outperforms Marketers' Gut-Feeling,"Sundsoy, P.; Bjelland, J.; Iqbal, A.M.; Pentland, A.; de Montjoye, Y.-A.",SPRINGER-VERLAG,2014.0,
85.0,Data analysis in health and big data: A machine learning medical diagnosis model based on patients' complaints,"Silahtaroğlu, Gökhan; Yılmaztürk, Nevin",Taylor & Francis,2021.0,
86.0,Big Data-Driven Service Composition Using Parallel Clustered Particle Swarm Optimization in Mobile Environment,"Hossain, M. S.; Moniruzzaman, M.; Muhammad, G.; Ghoneim, A.; Alamri, A.",Institute of Electrical & Electronics Engineers,2016.0,
87.0,Big Data…Small Conclusion,"Murthy, Sudish C.","Elsevier Science B.V., Amsterdam",2020.0,
88.0,Big Data—Based Estimation for Ship Safety Distance Distribution in Port Waters,"Zhang,  Liye; Wang,  Hua; Meng,  Qiang","Washington, DC; National Academy Press; 1998",2015.0,
89.0,Data-driven innovation: switching the perspective on Big Data,"Trabucchi, Daniel; Buganza, Tommaso",Emerald Group Publishing Limited,2019.0,
90.0,'Big data' patentometrics for R&D decision-making,"Verma, Charu; Suri, Pradeep Kumar",Emerald Group Publishing Limited,2021.0,
91.0,Big Data: The New Information Challenge,"Arnold, S.E.",ONLINE INC,2011.0,
92.0,Data-Driven Artificial Intelligence for Calibration of Hyperspectral Big Data,"Sagan, Vasit; Maimaitijiang, Maitiniyazi; Paheding, Sidike; Bhadra, Sourav; Gosselin, Nichole; Burnette, Max; Demieville, Jeffrey; Hartling, Sean; LeBauer, David; Newcomb, Maria; Pauli, Duke; Peterson, Kyle T.; Shakoor, Nadia; Stylianou, Abby; Zender, Cha",IEEE; 1999,2022.0,
93.0,Big Data: Warum Sie noch lange darauf warten sollten,"Springer, G. W.",Springer Science + Business Media,2014.0,
94.0,Big–deep–smart data in imaging for guiding materials design,"Kalinin, S. V.; Sumpter, B. G.; Archibald, R. K.",Nature Publishing Group,2015.0,
95.0,"Big Data: Was ist das? Und was bedeutet es für Wissenschaft, Wirtschaft und Gesellschaft?","Günther, O.",Springer Science + Business Media,2014.0,
96.0,Big Data: the challenge for small research groups in the era of cancer genomics,"Noor, A. M.; Holmberg, L.; Gillett, C.; Grigoriadis, A.",Nature Publishing Group,2015.0,
97.0,Big data: the next challenge for statistics,"Ieva, F.",Springer,2015.0,
98.0,"Big Data: A Revolution That Will Transform How We Live, Work, and Think","Dunham, Ian M.",Taylor and Francis,2015.0,
99.0,Big Data: Large-Scale Historical Infrastructure from the Minnesota Population Center,"Sobek, M.; Cleveland, L.; Flood, S.; Hall, P.K.; King, M.L.; Ruggles, S.; Schroeder, M.",HELDREF PUBLICATIONS,2011.0,
100.0,Big data–model integration and AI for vector‐borne disease prediction,"Peters, Debra P. C.; McVey, D. Scott; Elias, Emile H.; Pelzel‐McCluskey, Angela M.; Derner, Justin D.; Burruss, N. Dylan; Schrader, T. Scott; Yao, Jin; Pauszek, Steven J.; Lombard, Jason; Rodriguez, Luis L.",John Wiley & Sons Ltd,2020.0,
1.0,Big Data: A Cheerleader for Translational Perioperative Medicine,"Ackland, Gareth L.; Stephens, Robert C. M.","Lippincott, Williams & Wilkins",2016.0,
2.0,Data as an Asset: What the Upstream Oil & Gas Industry Can Learn About ``Big Data'' from Companies Like Social Media,"Perrons, R. K.; Jensen, J. W.",Society of Petroleum Engineers,2014.0,
3.0,``Big Data'' in Laboratory Medicine,"Tolan,  N. V.; Parnas,  M. L.; Baudhuin,  L. M.; Cervinski,  M. A.; Chan,  A. S.; Holmes,  D. T.; Horowitz,  G.; Klee,  E. W.; Kumar,  R. B.; Master,  S. R.",American Association for Clinical Chemistry; 1999,2015.0,
4.0,Big Data’s Promises and Perils,"OJALA, MARYDEE",Information Today,2015.0,
5.0,-Big data- from shrinking pathogen populations,"Neafsey, D. E.",Blackwell Publishing Ltd,2013.0,
6.0,"Big Data, Little Data: Scholarship in the Networked World","Calvert, Philip",Emerald Group Publishing Limited,2017.0,
7.0,`Big data' looks best in 3D,unknown,REED BUSINESS PUBLISHING,2013.0,
8.0,Big Data: An incoming challenge for vehicular ad‐hoc networking,"Bourdy, Emilien; Piamrat, Kandaraj; Herbin, Michel",John Wiley & Sons Ltd,2019.0,
9.0,"""big data"" in the information age","Gordo, Blanca","John Wiley & Sons, Ltd",2017.0,
10.0,Big Data: Practical Applications [Scanning the Issue],"Benediktsson, Jon Atli",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
11.0,Big Data-Oriented Product Infant Failure Intelligent Root Cause Identification Using Associated Tree and Fuzzy DEA,unknown,IEEE,2019.0,
12.0,“Big Data” In Alzheimer’s Disease Research: An Environmental Scan,"Hong, Y.; Pickering, M.; Perfetto, E.; Albrecht, J.; Ung, B.; Yang, K.; Lederer, H.","Elsevier Science B.V., Amsterdam",2015.0,
13.0,BIG DATA'S IMPACT ON TRADING AND TEcHNOLOGY,MARCUS KWAN,Institutional Investor,2014.0,
14.0,Big data trends in stroke epidemiology in the United States: But are they good data?,"Prabhakaran,  S.",American Academy of Neurology,2018.0,
15.0,Big data‐driven machine learning‐enabled traffic flow prediction,"Kong, Fanhui; Li, Jian; Jiang, Bin; Zhang, Tianyuan; Song, Houbing",John Wiley & Sons Ltd,2019.0,
16.0,Big Data: transforming drug development and health policy decision making,"Alemayehu, D.; Berger, M. L.",Springer Science + Business Media,2016.0,
17.0,"""Big Data"" Dynamic Factor Models for Macroeconomic Measurement and Forecasting: A Discussion of the Papers by Lucrezia Reichlin and by Mark W. Watson","Diebold, F. X.",CAMBRIDGE UNIVERSITY PRESS,2003.0,
18.0,Big Data: Implications for Health System Pharmacy,"Stokes,  Laura B.; Rogers,  Joseph W.; Hertig,  John B.; Weber,  Robert J.",J B LIPPINCOTT CO,2016.0,
19.0,'Big data' flood warning.,Editor(s),CONCORDE PUBLISHING LTD,2015.0,
20.0,Rethinking `big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, A.; Wilken, R.",Taylor & Francis,2014.0,
21.0,Harnessing Big Data: A Methodological Approach to Linking Electronic Health Records with Patient-Reported Survey Data,"Liebert, R; Lee, LK; Jaffe, DH; Doane, MJ; Haskell, T","Elsevier Science B.V., Amsterdam",2018.0,
22.0,Modeling big data‐based systems through ontological trading,"Iribarne, Luis; Asensio, José‐Andrés; Padilla, Nicolás; Criado, Javier","John Wiley & Sons, Ltd",2017.0,
23.0,A Data-Driven Decision Making with Big Data Analysis on DNS Log,"Jung,  Euihyun",Springer,2017.0,
24.0,Bigger data for big data: From Twitter to brain-computer interfaces,"Roesch, E.B.; Stahl, F.; Gaber, M.M.",CAMBRIDGE UNIVERSITY PRESS,2014.0,
25.0,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013.0,
26.0,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016.0,
27.0,Beyond big data – new techniques for forecasting elections using stochastic models with self-organisation and memory,"Zhukov, Dmitry; Khvatova, Tatiana; Millar, Carla; Andrianova, Elena","Elsevier Science B.V., Amsterdam.",2022.0,
28.0,Beyond Big Data?,"Cushing, J. B.",IEEE,2013.0,
29.0,"Digitisation, `Big Data' and the transformation of accounting information","Bhimani, A.; Willcocks, L.",Taylor & Francis,2014.0,
30.0,Using data-driven safety decision-making to realize smart safety management in the era of big data: A theoretical perspective on basic questions and their answers,"Wang, Bing; Wu, Chao; Huang, Lang; Kang, Liangguo","Elsevier Science B.V., Amsterdam.",2019.0,
31.0,Smart-Evac: Big Data-Based Decision Making for Emergency Evacuation,"Moulik, S.; Misra, S.; Obaidat, M. S.",IEEE,2015.0,
32.0,A big data state of mind: Epistemological challenges to accountability and transparency in data-driven regulation,"Kempeneer, Shirley","Elsevier Science B.V., Amsterdam.",2021.0,
33.0,Feedback Big Data-Based Lie Robot,"Zhu,  D.",WORLD SCIENTIFIC PUBLISHING CO PTE LTD,2018.0,
34.0,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016.0,
35.0,Maximum Data-Resolution Efficiency for Fog-Computing Supported Spatial Big Data Processing in Disaster Scenarios,unknown,"THE IEEE, INC.",2019.0,
36.0,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014.0,
37.0,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021.0,
38.0,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer InsightC.Strong, 2015London, Kogan Page224 pp., £19.99 ISBN 978‐0‐749‐47211‐5","Dietz, Sebastian",John Wiley & Sons Ltd,2018.0,
39.0,Exploiting Big Data's Benefits,"Heidrich, J.; Trendowicz, A.; Ebert, C.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
40.0,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016.0,
41.0,"COVID-19, Big Data: how it will change the way we practice Medicine ","Pasipoularides, A",Oxford University Press,2021.0,
42.0,"Biomedical Big Data: New Models of Control Over Access, Use and Governance","Vayena, E.; Blasimme, A.",Springer Science + Business Media,2017.0,
43.0,"Digitisation, ‘Big Data’ and the transformation of accounting information","Bhimani, Alnoor; Willcocks, Leslie",Taylor & Francis,2014.0,
44.0,A big data-driven framework for sustainable and smart additive manufacturing,"Majeed, Arfan; Zhang, Yingfeng; Ren, Shan; Lv, Jingxiang; Peng, Tao; Waqar, Saad; Yin, Enhuai","Elsevier Science B.V., Amsterdam.",2021.0,
45.0,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018.0,
46.0,A big data-centric architecture metamodel for Industry 4.0,"López Martínez, Patricia; Dintén, Ricardo; Drake, José María; Zorrilla, Marta","Elsevier Science B.V., Amsterdam.",2021.0,
47.0,"Bridging ""Big Data"" and Mechanistic Insight To Enable Precision Medicine","Douglass, Eugene F.","John Wiley & Sons, Ltd",2020.0,
48.0,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016.0,
49.0,The big data-business strategy interconnection: a grand challenge for knowledge management. A review and future perspectives,"Ciampi, Francesco; Marzi, Giacomo; Demi, Stefano; Faraoni, Monica",Emerald Group Publishing limited,2020.0,
50.0,A Data-Driven Framework for Business Analytics in the Context of Big Data,"Lu, Jing",Springer,2018.0,
51.0,Handling big data: research challenges and future directions,"Anagnostopoulos, I.; Zeadally, S.; Exposito, E.",Springer Science + Business Media,2016.0,
52.0,"Using big data for co-innovation processes: Mapping the field of data-driven innovation, proposing theoretical developments and providing a research agenda","Bresciani, Stefano; Ciampi, Francesco; Meli, Francesco; Ferraris, Alberto","Elsevier Science B.V., Amsterdam.",2021.0,
53.0,Introduction to the Special Section ``Big`er' Data'': Scaling Up Psychotherapy Research in Counseling Psychology,"Owen,  Jesse; Imel,  Zac E.",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2016.0,
54.0,Using “Big Data” to Dissect Clinical Heterogeneity,"Altman, Russ B.; Ashley, Euan A.",American Heart Foundation; Lippincott Williams and Wilkins,2015.0,
55.0,A big data-driven dynamic estimation model of relief supplies demand in urban flood disaster,"Lin, Anqi; Wu, Hao; Liang, Guanghua; Cardenas-Tristan, Abraham; Wu, Xia; Zhao, Chong; Li, Dan","Elsevier Science B.V., Amsterdam",2020.0,
56.0,Integrating “big data” into surgical practice,"Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016.0,
57.0,"Using ""big data"" to optimize public health outreach: answering the call to action","Williams, R.F.; Smith, G.P.",American Medical Association,2015.0,
